Time [s],Channel 0,Channel 1,Channel 2
0.000000000,1,1,0
0.558929750,1,0,0
0.558931000,0,0,0
0.558932437,1,0,0
0.558933812,0,0,0
0.558934625,0,1,0
0.558935250,1,1,0
0.558936625,0,1,0
0.558938062,1,1,0
0.558939437,0,1,0
0.558940813,1,1,0
0.558942188,0,1,0
0.558943625,1,1,0
0.558945000,0,1,0
0.558945625,0,0,0
0.558946437,1,0,0
0.558947813,0,0,0
0.558949250,1,0,0
0.558950625,0,0,0
0.558952062,1,0,0
0.558953438,0,0,0
0.558954813,1,0,0
0.558956187,0,0,0
0.558956500,0,1,0
0.558956812,0,0,0
0.558957625,1,0,0
0.558959000,0,0,0
0.558960438,1,0,0
0.558961812,0,0,0
0.558963250,1,0,0
0.558964625,0,0,0
0.558966063,1,0,0
0.558967437,0,0,0
0.558968875,1,0,0
0.558970188,0,1,0
0.558970250,0,0,0
0.558971625,1,0,0
0.558973000,0,0,0
0.558974437,1,0,0
0.558975812,0,0,0
0.558977250,1,0,0
0.558978625,0,0,0
0.558980062,1,0,0
0.558981437,0,0,0
0.558981687,0,1,0
0.558982813,1,1,0
0.558984188,0,1,0
0.558984812,1,0,0
0.558984875,0,0,0
0.558985625,1,0,0
0.558987000,0,0,0
0.558987812,0,1,0
0.558988438,1,1,0
0.558989813,0,1,0
0.558990437,0,0,0
0.558991250,1,0,0
0.558992625,0,0,0
0.558993437,0,1,0
0.558994063,1,1,0
0.558995438,0,1,0
0.558996812,1,1,0
0.558998187,0,1,0
0.558999625,1,1,0
0.559001000,0,1,0
0.559001625,0,0,0
0.559002438,1,0,0
0.559003812,0,0,0
0.559026500,1,0,0
0.559027812,0,1,0
0.559027875,0,0,0
0.559028125,0,1,0
0.559028437,0,0,0
0.559029250,1,0,0
0.559031000,1,1,0
0.559126875,1,0,0
0.559128188,0,0,0
0.559129563,1,0,0
0.559130937,0,0,0
0.559131750,0,1,0
0.559132375,1,1,0
0.559133750,0,1,0
0.559135188,1,1,0
0.559136562,0,1,0
0.559138000,1,1,0
0.559139375,0,1,0
0.559140813,1,1,0
0.559142187,0,1,0
0.559142812,0,0,0
0.559143625,1,0,0
0.559145000,0,0,0
0.559146375,1,0,0
0.559147750,0,0,0
0.559149187,1,0,0
0.559150562,0,0,0
0.559152000,1,0,0
0.559153375,0,0,0
0.559153625,0,1,0
0.559154000,0,0,0
0.559154812,1,0,0
0.559156187,0,0,0
0.559157625,1,0,0
0.559159000,0,0,0
0.559160375,1,0,0
0.559161750,0,0,0
0.559163188,1,0,0
0.559164563,0,0,0
0.559166000,1,0,0
0.559167375,0,0,0
0.559168812,1,0,0
0.559170188,0,0,0
0.559171625,1,0,0
0.559173000,0,0,0
0.559174375,1,0,0
0.559175750,0,0,0
0.559177188,1,0,0
0.559178562,0,0,0
0.559178875,0,1,0
0.559179187,0,0,0
0.559180000,1,0,0
0.559181375,0,0,0
0.559182813,1,0,0
0.559184187,0,0,0
0.559185000,0,1,0
0.559185625,1,1,0
0.559187000,0,1,0
0.559187625,0,0,0
0.559188375,1,0,0
0.559189750,0,0,0
0.559191187,1,0,0
0.559192563,0,0,0
0.559194000,1,0,0
0.559195375,0,0,0
0.559196812,1,0,0
0.559198188,0,0,0
0.559199625,1,0,0
0.559201000,0,0,0
0.559202375,1,0,0
0.559203750,0,0,0
0.559204062,0,1,0
0.559204375,0,0,0
0.559205188,1,0,0
0.559206563,0,0,0
0.559208000,1,0,0
0.559209375,0,0,0
0.559210813,1,0,0
0.559212188,0,0,0
0.559213625,1,0,0
0.559215000,0,0,0
0.559216438,1,0,0
0.559217813,0,0,0
0.559219187,1,0,0
0.559220562,0,0,0
0.559222000,1,0,0
0.559223375,0,0,0
0.559224813,1,0,0
0.559226187,0,0,0
0.559248813,1,0,0
0.559250250,0,0,0
0.559250500,0,1,0
0.559250812,0,0,0
0.559251625,1,0,0
0.559253375,1,1,0
0.559313562,1,0,0
0.559314875,0,0,0
0.559316313,1,0,0
0.559317625,0,0,0
0.559318437,0,1,0
0.559319062,1,1,0
0.559320438,0,1,0
0.559321875,1,1,0
0.559323250,0,1,0
0.559324687,1,1,0
0.559326063,0,1,0
0.559327500,1,1,0
0.559328875,0,1,0
0.559329500,0,0,0
0.559330312,1,0,0
0.559331625,0,0,0
0.559333063,1,0,0
0.559334438,0,0,0
0.559335875,1,0,0
0.559337250,0,0,0
0.559338688,1,0,0
0.559340063,0,0,0
0.559340313,0,1,0
0.559340687,0,0,0
0.559341500,1,0,0
0.559342875,0,0,0
0.559344313,1,0,0
0.559345625,0,1,0
0.559345688,0,0,0
0.559347062,1,0,0
0.559348437,0,0,0
0.559349875,1,0,0
0.559351250,0,0,0
0.559352688,1,0,0
0.559354062,0,0,0
0.559355500,1,0,0
0.559356875,0,0,0
0.559358313,1,0,0
0.559359625,0,1,0
0.559359687,0,0,0
0.559361062,1,0,0
0.559362438,0,0,0
0.559363875,1,0,0
0.559365250,0,0,0
0.559365563,0,1,0
0.559366687,1,1,0
0.559368063,0,1,0
0.559368688,0,0,0
0.559369500,1,0,0
0.559370875,0,0,0
0.559372312,1,0,0
0.559373625,0,1,0
0.559373688,0,0,0
0.559375063,1,0,0
0.559376437,0,0,0
0.559377250,0,1,0
0.559377875,1,1,0
0.559379250,0,1,0
0.559380688,1,1,0
0.559382062,0,1,0
0.559382687,0,0,0
0.559383500,1,0,0
0.559384875,0,0,0
0.559385625,0,1,0
0.559386313,1,1,0
0.559387625,0,1,0
0.559387688,0,0,0
0.559389062,1,0,0
0.559390437,0,0,0
0.559390687,0,1,0
0.559391063,0,0,0
0.559391875,1,0,0
0.559393250,0,0,0
0.559394687,1,0,0
0.559396000,0,0,0
0.559397438,1,0,0
0.559398813,0,0,0
0.559399625,0,1,0
0.559400250,1,1,0
0.559401625,0,1,0
0.559402250,0,0,0
0.559403063,1,0,0
0.559404438,0,0,0
0.559405250,0,1,0
0.559405875,1,1,0
0.559407187,0,1,0
0.559407813,0,0,0
0.559408625,1,0,0
0.559410000,0,0,0
0.559411437,1,0,0
0.559412812,0,0,0
0.559435438,1,0,0
0.559436812,0,0,0
0.559437125,0,1,0
0.559437437,0,0,0
0.559438250,1,0,0
0.559440000,1,1,0
0.559503813,1,0,0
0.559505062,0,0,0
0.559506500,1,0,0
0.559507875,0,0,0
0.559508688,0,1,0
0.559509313,1,1,0
0.559510687,0,1,0
0.559512062,1,1,0
0.559513438,0,1,0
0.559514875,1,1,0
0.559516250,0,1,0
0.559517687,1,1,0
0.559519063,0,1,0
0.559519688,0,0,0
0.559520500,1,0,0
0.559521875,0,0,0
0.559523312,1,0,0
0.559524687,0,0,0
0.559526063,1,0,0
0.559527438,0,0,0
0.559528875,1,0,0
0.559530250,0,0,0
0.559530562,0,1,0
0.559530875,0,0,0
0.559531688,1,0,0
0.559533063,0,0,0
0.559534500,1,0,0
0.559535875,0,0,0
0.559537313,1,0,0
0.559538688,0,0,0
0.559540062,1,0,0
0.559541437,0,0,0
0.559542875,1,0,0
0.559544250,0,0,0
0.559545687,1,0,0
0.559547062,0,0,0
0.559548500,1,0,0
0.559549875,0,0,0
0.559551313,1,0,0
0.559552687,0,0,0
0.559554062,1,0,0
0.559555438,0,0,0
0.559555750,0,1,0
0.559556875,1,1,0
0.559558250,0,1,0
0.559558875,0,0,0
0.559559687,1,0,0
0.559561063,0,0,0
0.559561875,0,1,0
0.559562500,1,1,0
0.559563875,0,1,0
0.559564500,0,0,0
0.559565250,1,0,0
0.559566625,0,0,0
0.559568063,1,0,0
0.559569437,0,0,0
0.559570875,1,0,0
0.559572250,0,0,0
0.559573688,1,0,0
0.559575062,0,0,0
0.559576500,1,0,0
0.559577875,0,0,0
0.559600500,1,0,0
0.559601875,0,0,0
0.559602125,0,1,0
0.559602500,0,0,0
0.559603312,1,0,0
0.559605000,1,1,0
0.559667187,1,0,0
0.559668437,0,0,0
0.559669875,1,0,0
0.559671250,0,0,0
0.559672063,0,1,0
0.559672687,1,1,0
0.559674062,0,1,0
0.559675500,1,1,0
0.559676875,0,1,0
0.559678312,1,1,0
0.559679687,0,1,0
0.559681063,1,1,0
0.559682438,0,1,0
0.559683062,0,0,0
0.559683875,1,0,0
0.559685250,0,0,0
0.559686687,1,0,0
0.559688063,0,0,0
0.559689500,1,0,0
0.559690875,0,0,0
0.559692312,1,0,0
0.559693688,0,0,0
0.559693937,0,1,0
0.559694313,0,0,0
0.559695125,1,0,0
0.559696437,0,0,0
0.559697875,1,0,0
0.559699250,0,0,0
0.559700688,1,0,0
0.559702062,0,0,0
0.559703500,1,0,0
0.559704875,0,0,0
0.559706313,1,0,0
0.559707687,0,0,0
0.559709125,1,0,0
0.559710438,0,0,0
0.559711875,1,0,0
0.559713250,0,0,0
0.559714687,1,0,0
0.559716062,0,0,0
0.559717500,1,0,0
0.559718875,0,0,0
0.559719125,0,1,0
0.559720312,1,1,0
0.559721687,0,1,0
0.559723063,1,1,0
0.559724438,0,1,0
0.559725062,0,0,0
0.559725875,1,0,0
0.559727250,0,0,0
0.559728688,1,0,0
0.559730063,0,0,0
0.559731500,1,0,0
0.559732875,0,0,0
0.559734313,1,0,0
0.559735625,0,1,0
0.559735688,0,0,0
0.559737062,1,0,0
0.559738437,0,0,0
0.559739875,1,0,0
0.559741250,0,0,0
0.559763937,1,0,0
0.559765250,0,1,0
0.559765312,0,0,0
0.559765562,0,1,0
0.559765875,0,0,0
0.559766688,1,0,0
0.559768375,1,1,0
0.559848937,1,0,0
0.559850188,0,0,0
0.559851625,1,0,0
0.559853000,0,0,0
0.559853812,0,1,0
0.559854437,1,1,0
0.559855813,0,1,0
0.559857250,1,1,0
0.559858625,0,1,0
0.559860000,1,1,0
0.559861375,0,1,0
0.559862813,1,1,0
0.559864187,0,1,0
0.559864812,0,0,0
0.559865625,1,0,0
0.559867000,0,0,0
0.559868438,1,0,0
0.559869813,0,0,0
0.559871250,1,0,0
0.559872625,0,0,0
0.559874000,1,0,0
0.559875375,0,0,0
0.559875688,0,1,0
0.559876000,0,0,0
0.559876812,1,0,0
0.559878187,0,0,0
0.559879625,1,0,0
0.559881000,0,0,0
0.559882437,1,0,0
0.559883812,0,0,0
0.559885250,1,0,0
0.559886625,0,0,0
0.559888000,1,0,0
0.559889375,0,0,0
0.559890812,1,0,0
0.559892188,0,0,0
0.559893625,1,0,0
0.559895000,0,0,0
0.559896437,1,0,0
0.559897813,0,0,0
0.559899250,1,0,0
0.559900625,0,0,0
0.559900875,0,1,0
0.559902000,1,1,0
0.559903375,0,1,0
0.559904000,0,0,0
0.559904813,1,0,0
0.559906187,0,0,0
0.559907000,0,1,0
0.559907625,1,1,0
0.559909000,0,1,0
0.559909625,0,0,0
0.559910438,1,0,0
0.559911812,0,0,0
0.559912625,0,1,0
0.559913250,1,1,0
0.559914625,0,1,0
0.559916000,1,1,0
0.559917375,0,1,0
0.559918812,1,1,0
0.559920188,0,1,0
0.559921625,1,1,0
0.559923000,0,1,0
0.559923063,0,0,0
0.559945625,1,0,0
0.559947000,0,0,0
0.559947312,0,1,0
0.559947625,0,0,0
0.559948438,1,0,0
0.559950125,1,1,0
0.661967625,1,0,0
0.661968937,0,0,0
0.661970375,1,0,0
0.661971688,0,1,0
0.661971750,0,0,0
0.661972500,0,1,0
0.661973125,1,1,0
0.661974500,0,1,0
0.661975937,1,1,0
0.661977313,0,1,0
0.661978750,1,1,0
0.661980125,0,1,0
0.661981562,1,1,0
0.661982938,0,1,0
0.661983563,0,0,0
0.661984375,1,0,0
0.661985687,0,1,0
0.661985750,0,0,0
0.661987125,1,0,0
0.661988500,0,0,0
0.661989938,1,0,0
0.661991312,0,0,0
0.661992750,1,0,0
0.661994125,0,0,0
0.661994375,0,1,0
0.661994750,0,0,0
0.661995563,1,0,0
0.661996937,0,0,0
0.661998375,1,0,0
0.661999688,0,1,0
0.661999750,0,0,0
0.662001125,1,0,0
0.662002500,0,0,0
0.662003937,1,0,0
0.662005313,0,0,0
0.662006750,1,0,0
0.662008125,0,0,0
0.662009562,1,0,0
0.662010937,0,0,0
0.662012375,1,0,0
0.662013750,0,0,0
0.662015187,1,0,0
0.662016500,0,1,0
0.662016562,0,0,0
0.662017938,1,0,0
0.662019313,0,0,0
0.662019625,0,1,0
0.662020750,1,1,0
0.662022125,0,1,0
0.662022750,0,0,0
0.662023563,1,0,0
0.662024938,0,0,0
0.662025750,0,1,0
0.662026375,1,1,0
0.662027750,0,1,0
0.662028375,0,0,0
0.662029187,1,0,0
0.662030500,0,1,0
0.662030563,0,0,0
0.662031938,1,0,0
0.662033312,0,0,0
0.662034750,1,0,0
0.662036125,0,0,0
0.662037563,1,0,0
0.662038937,0,0,0
0.662040375,1,0,0
0.662041750,0,0,0
0.662064375,1,0,0
0.662065750,0,0,0
0.662066062,0,1,0
0.662066375,0,0,0
0.662067188,1,0,0
0.662068875,1,1,0
0.662140687,1,0,0
0.662141938,0,0,0
0.662143375,1,0,0
0.662144750,0,0,0
0.662145563,0,1,0
0.662146187,1,1,0
0.662147562,0,1,0
0.662149000,1,1,0
0.662150375,0,1,0
0.662151812,1,1,0
0.662153187,0,1,0
0.662154563,1,1,0
0.662155938,0,1,0
0.662156562,0,0,0
0.662157375,1,0,0
0.662158750,0,0,0
0.662160188,1,0,0
0.662161563,0,0,0
0.662163000,1,0,0
0.662164375,0,0,0
0.662165812,1,0,0
0.662167188,0,0,0
0.662167437,0,1,0
0.662167813,0,0,0
0.662168563,1,0,0
0.662169937,0,0,0
0.662171375,1,0,0
0.662172750,0,0,0
0.662174188,1,0,0
0.662175562,0,0,0
0.662177000,1,0,0
0.662178375,0,0,0
0.662179813,1,0,0
0.662181187,0,0,0
0.662182562,1,0,0
0.662183938,0,0,0
0.662185375,1,0,0
0.662186750,0,0,0
0.662188187,1,0,0
0.662189563,0,0,0
0.662191000,1,0,0
0.662192375,0,0,0
0.662192625,0,1,0
0.662193812,1,1,0
0.662195187,0,1,0
0.662196625,1,1,0
0.662198000,0,1,0
0.662198625,0,0,0
0.662199375,1,0,0
0.662200750,0,0,0
0.662202188,1,0,0
0.662203563,0,0,0
0.662205000,1,0,0
0.662206375,0,0,0
0.662207813,1,0,0
0.662209188,0,0,0
0.662210625,1,0,0
0.662212000,0,0,0
0.662213375,1,0,0
0.662214750,0,0,0
0.662237437,1,0,0
0.662238812,0,0,0
0.662239062,0,1,0
0.662239438,0,0,0
0.662240250,1,0,0
0.662241938,1,1,0
1.671178188,1,0,0
1.671179500,0,0,0
1.671180875,1,0,0
1.671182250,0,0,0
1.671183062,0,1,0
1.671183687,1,1,0
1.671185062,0,1,0
1.671186500,1,1,0
1.671187875,0,1,0
1.671189312,1,1,0
1.671190687,0,1,0
1.671192063,1,1,0
1.671193437,0,1,0
1.671194062,0,0,0
1.671194875,1,0,0
1.671196250,0,0,0
1.671197688,1,0,0
1.671199062,0,0,0
1.671200500,1,0,0
1.671201875,0,0,0
1.671203313,1,0,0
1.671204687,0,0,0
1.671204937,0,1,0
1.671205312,0,0,0
1.671206063,1,0,0
1.671207437,0,0,0
1.671208875,1,0,0
1.671210250,0,0,0
1.671211688,1,0,0
1.671213062,0,0,0
1.671214500,1,0,0
1.671215875,0,0,0
1.671217313,1,0,0
1.671218687,0,0,0
1.671220062,1,0,0
1.671221438,0,0,0
1.671222875,1,0,0
1.671224250,0,0,0
1.671225688,1,0,0
1.671227063,0,0,0
1.671228500,1,0,0
1.671229875,0,0,0
1.671230125,0,1,0
1.671231313,1,1,0
1.671232688,0,1,0
1.671233250,0,0,0
1.671234062,1,0,0
1.671235438,0,0,0
1.671236250,0,1,0
1.671236875,1,1,0
1.671238250,0,1,0
1.671238875,0,0,0
1.671239687,1,0,0
1.671241063,0,0,0
1.671241875,0,1,0
1.671242500,1,1,0
1.671243812,0,1,0
1.671245250,1,1,0
1.671246625,0,1,0
1.671248062,1,1,0
1.671249437,0,1,0
1.671250062,0,0,0
1.671250875,1,0,0
1.671252250,0,0,0
1.671274875,1,0,0
1.671276250,0,0,0
1.671276562,0,1,0
1.671276875,0,0,0
1.671277687,1,0,0
1.671279375,1,1,0
1.671375312,1,0,0
1.671376563,0,0,0
1.671378000,1,0,0
1.671379375,0,0,0
1.671380188,0,1,0
1.671380813,1,1,0
1.671382187,0,1,0
1.671383625,1,1,0
1.671385000,0,1,0
1.671386438,1,1,0
1.671387812,0,1,0
1.671389187,1,1,0
1.671390563,0,1,0
1.671391188,0,0,0
1.671392000,1,0,0
1.671393375,0,0,0
1.671394812,1,0,0
1.671396188,0,0,0
1.671397625,1,0,0
1.671399000,0,0,0
1.671400438,1,0,0
1.671401813,0,0,0
1.671402062,0,1,0
1.671402438,0,0,0
1.671403187,1,0,0
1.671404563,0,0,0
1.671406000,1,0,0
1.671407375,0,0,0
1.671408812,1,0,0
1.671410188,0,0,0
1.671411625,1,0,0
1.671413000,0,0,0
1.671414437,1,0,0
1.671415813,0,0,0
1.671417250,1,0,0
1.671418562,0,0,0
1.671420000,1,0,0
1.671421375,0,0,0
1.671422812,1,0,0
1.671424187,0,0,0
1.671425625,1,0,0
1.671427000,0,0,0
1.671427250,0,1,0
1.671427625,0,0,0
1.671428375,1,0,0
1.671429813,0,0,0
1.671431188,1,0,0
1.671432562,0,0,0
1.671433375,0,1,0
1.671434000,1,1,0
1.671435375,0,1,0
1.671436000,0,0,0
1.671436813,1,0,0
1.671438187,0,0,0
1.671439625,1,0,0
1.671441000,0,0,0
1.671442438,1,0,0
1.671443812,0,0,0
1.671445188,1,0,0
1.671446562,0,0,0
1.671448000,1,0,0
1.671449375,0,0,0
1.671450813,1,0,0
1.671452187,0,0,0
1.671452500,0,1,0
1.671452813,0,0,0
1.671453625,1,0,0
1.671455000,0,0,0
1.671456438,1,0,0
1.671457812,0,0,0
1.671459187,1,0,0
1.671460563,0,0,0
1.671462000,1,0,0
1.671463375,0,0,0
1.671464813,1,0,0
1.671466188,0,0,0
1.671467625,1,0,0
1.671469000,0,0,0
1.671470438,1,0,0
1.671471813,0,0,0
1.671473187,1,0,0
1.671474563,0,0,0
1.671497250,1,0,0
1.671498625,0,0,0
1.671498875,0,1,0
1.671499250,0,0,0
1.671500063,1,0,0
1.671501750,1,1,0
1.671561937,1,0,0
1.671563188,0,0,0
1.671564625,1,0,0
1.671566000,0,0,0
1.671566813,0,1,0
1.671567438,1,1,0
1.671568812,0,1,0
1.671570187,1,1,0
1.671571563,0,1,0
1.671573000,1,1,0
1.671574375,0,1,0
1.671575812,1,1,0
1.671577188,0,1,0
1.671577813,0,0,0
1.671578625,1,0,0
1.671580000,0,0,0
1.671581437,1,0,0
1.671582813,0,0,0
1.671584187,1,0,0
1.671585563,0,0,0
1.671587000,1,0,0
1.671588375,0,0,0
1.671588687,0,1,0
1.671589000,0,0,0
1.671589812,1,0,0
1.671591188,0,0,0
1.671592625,1,0,0
1.671594000,0,0,0
1.671595437,1,0,0
1.671596813,0,0,0
1.671598188,1,0,0
1.671599562,0,0,0
1.671601000,1,0,0
1.671602375,0,0,0
1.671603812,1,0,0
1.671605187,0,0,0
1.671606625,1,0,0
1.671608000,0,0,0
1.671609437,1,0,0
1.671610750,0,0,0
1.671612188,1,0,0
1.671613562,0,0,0
1.671613875,0,1,0
1.671615000,1,1,0
1.671616375,0,1,0
1.671617000,0,0,0
1.671617813,1,0,0
1.671619187,0,0,0
1.671620625,1,0,0
1.671622000,0,0,0
1.671623438,1,0,0
1.671624750,0,0,0
1.671625563,0,1,0
1.671626188,1,1,0
1.671627563,0,1,0
1.671629000,1,1,0
1.671630375,0,1,0
1.671631000,0,0,0
1.671631813,1,0,0
1.671633187,0,0,0
1.671634000,0,1,0
1.671634625,1,1,0
1.671636000,0,1,0
1.671636062,0,0,0
1.671637438,1,0,0
1.671638750,0,0,0
1.671639062,0,1,0
1.671639375,0,0,0
1.671640187,1,0,0
1.671641563,0,0,0
1.671643000,1,0,0
1.671644375,0,0,0
1.671645812,1,0,0
1.671647188,0,0,0
1.671648000,0,1,0
1.671648625,1,1,0
1.671649938,0,1,0
1.671650562,0,0,0
1.671651375,1,0,0
1.671652750,0,0,0
1.671653562,0,1,0
1.671654187,1,1,0
1.671655563,0,1,0
1.671656188,0,0,0
1.671657000,1,0,0
1.671658375,0,0,0
1.671659812,1,0,0
1.671661188,0,0,0
1.671683812,1,0,0
1.671685188,0,0,0
1.671685500,0,1,0
1.671685813,0,0,0
1.671686625,1,0,0
1.671688312,1,1,0
1.671752125,1,0,0
1.671753438,0,0,0
1.671754812,1,0,0
1.671756187,0,0,0
1.671757000,0,1,0
1.671757625,1,1,0
1.671759000,0,1,0
1.671760437,1,1,0
1.671761812,0,1,0
1.671763250,1,1,0
1.671764625,0,1,0
1.671766000,1,1,0
1.671767375,0,1,0
1.671768000,0,0,0
1.671768813,1,0,0
1.671770187,0,0,0
1.671771625,1,0,0
1.671773000,0,0,0
1.671774438,1,0,0
1.671775812,0,0,0
1.671777250,1,0,0
1.671778625,0,0,0
1.671778875,0,1,0
1.671779250,0,0,0
1.671780000,1,0,0
1.671781375,0,0,0
1.671782813,1,0,0
1.671784187,0,0,0
1.671785625,1,0,0
1.671787000,0,0,0
1.671788438,1,0,0
1.671789812,0,0,0
1.671791250,1,0,0
1.671792625,0,0,0
1.671794063,1,0,0
1.671795375,0,0,0
1.671796813,1,0,0
1.671798188,0,0,0
1.671799625,1,0,0
1.671801000,0,0,0
1.671802438,1,0,0
1.671803813,0,0,0
1.671804062,0,1,0
1.671805250,1,1,0
1.671806625,0,1,0
1.671807250,0,0,0
1.671808000,1,0,0
1.671809375,0,0,0
1.671810187,0,1,0
1.671810812,1,1,0
1.671812188,0,1,0
1.671812813,0,0,0
1.671813625,1,0,0
1.671815000,0,0,0
1.671816437,1,0,0
1.671817813,0,0,0
1.671819250,1,0,0
1.671820562,0,0,0
1.671822000,1,0,0
1.671823375,0,0,0
1.671824812,1,0,0
1.671826188,0,0,0
1.671849500,1,0,0
1.671850875,0,0,0
1.671851125,0,1,0
1.671851500,0,0,0
1.671852312,1,0,0
1.671854000,1,1,0
1.671915125,1,0,0
1.671916375,0,0,0
1.671917813,1,0,0
1.671919187,0,0,0
1.671920000,0,1,0
1.671920625,1,1,0
1.671922000,0,1,0
1.671923438,1,1,0
1.671924812,0,1,0
1.671926250,1,1,0
1.671927625,0,1,0
1.671929063,1,1,0
1.671930437,0,1,0
1.671931062,0,0,0
1.671931813,1,0,0
1.671933188,0,0,0
1.671934625,1,0,0
1.671936000,0,0,0
1.671937438,1,0,0
1.671938813,0,0,0
1.671940250,1,0,0
1.671941625,0,0,0
1.671941875,0,1,0
1.671942250,0,0,0
1.671943063,1,0,0
1.671944438,0,0,0
1.671945812,1,0,0
1.671947188,0,0,0
1.671948625,1,0,0
1.671950000,0,0,0
1.671951437,1,0,0
1.671952813,0,0,0
1.671954250,1,0,0
1.671955625,0,0,0
1.671957062,1,0,0
1.671958438,0,0,0
1.671959812,1,0,0
1.671961188,0,0,0
1.671962625,1,0,0
1.671964000,0,0,0
1.671965437,1,0,0
1.671966813,0,0,0
1.671967063,0,1,0
1.671968250,1,1,0
1.671969625,0,1,0
1.671971062,1,1,0
1.671972438,0,1,0
1.671973062,0,0,0
1.671973875,1,0,0
1.671975250,0,0,0
1.671976625,1,0,0
1.671978000,0,0,0
1.671979438,1,0,0
1.671980812,0,0,0
1.671982250,1,0,0
1.671983625,0,0,0
1.671985062,1,0,0
1.671986437,0,0,0
1.671987875,1,0,0
1.671989250,0,0,0
1.672011875,1,0,0
1.672013250,0,0,0
1.672013500,0,1,0
1.672013875,0,0,0
1.672014687,1,0,0
1.672016375,1,1,0
1.672096938,1,0,0
1.672098188,0,0,0
1.672099625,1,0,0
1.672101000,0,0,0
1.672101813,0,1,0
1.672102375,1,1,0
